Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226335,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226336,9.000000011336605e+17,9.000000011336605e+17,,,3 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,7.0,0.0,7.0,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226337,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226341,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226342,9.000000011336605e+17,9.000000011336605e+17,,,3 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,7.0,0.0,7.0,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226343,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226346,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226347,9.000000011336605e+17,9.000000011336605e+17,,,3 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,7.0,0.0,7.0,1.0,False,,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226348,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702773,9.000000011336605e+17,9.000000011336605e+17,,,3 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,7.0,0.0,7.0,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702774,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702775,9.000000011337288e+17,9.000000011337288e+17,,,Hot Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702776,,,,,No Tom,,,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702779,9.000000011336605e+17,9.000000011336605e+17,,,2 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,5.5,0.0,5.5,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702780,9.000000011337288e+17,9.000000011337288e+17,,,Hot Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702781,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702784,9.000000000677722e+17,9.000000000677722e+17,,,Ranch,9.000000000677683e+17,Sauce,900000000019711890,Curly Fries,,0.75,0.0,0.75,1.0,False,,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702785,9.000000000197119e+17,9.000000000197119e+17,,,Kids Fries,9.000000000227347e+17,Kids Sides,900000000022727246,Chicken Strips,Food,0.75,0.0,0.75,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594041,Bartender A,,,Dinner,,900000004024824128,9.00000000019805e+17,9.00000000019805e+17,,,O,9.00000000019797e+17,Sandwich Toppings,900000000019755902,Tenderloin,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594041,Bartender A,,,Dinner,,900000004024824129,9.00000000019805e+17,9.00000000019805e+17,,,P,9.00000000019797e+17,Sandwich Toppings,900000000019755902,Tenderloin,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594041,Bartender A,,,Dinner,,900000004024824130,9.00000000019805e+17,9.00000000019805e+17,,,T,9.00000000019797e+17,Sandwich Toppings,900000000019755902,Tenderloin,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594042,Bartender A,,,Dinner,,900000004024824133,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594042,Bartender A,,,Dinner,,900000004024824134,9.000000011336605e+17,9.000000011336605e+17,,,2 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,5.5,0.0,5.5,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594042,Bartender A,,,Dinner,,900000004024824135,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824138,9.000000000681802e+17,9.000000000681802e+17,,,K,9.00000000019797e+17,Sandwich Toppings,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824139,9.000000000681802e+17,9.000000000681802e+17,,,M,9.00000000019797e+17,Sandwich Toppings,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824140,9.00000000019805e+17,9.00000000019805e+17,,,L,9.00000000019797e+17,Sandwich Toppings,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824141,9.00000000019805e+17,9.00000000019805e+17,,,O,9.00000000019797e+17,Sandwich Toppings,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824142,9.00000000019805e+17,9.00000000019805e+17,,,T,9.00000000019797e+17,Sandwich Toppings,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824143,9.00000000019805e+17,9.00000000019805e+17,,,P,9.00000000019797e+17,Sandwich Toppings,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824144,9.000000000338444e+17,9.000000000338444e+17,,,American,9.000000000338367e+17,Cheese Choice,900000000019755906,Cheeseburger,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704230,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704231,9.000000011336605e+17,9.000000011336605e+17,,,3 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,7.0,0.0,7.0,1.0,False,,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704232,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704235,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704236,9.000000011336605e+17,9.000000011336605e+17,,,1 Taco,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,3.0,0.0,3.0,1.0,False,,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704238,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794486,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794487,9.000000011336605e+17,9.000000011336605e+17,,,1 Taco,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,3.0,0.0,3.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794490,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794491,9.000000011336605e+17,9.000000011336605e+17,,,1 Taco,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,3.0,0.0,3.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794492,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134296,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134297,9.000000011336605e+17,9.000000011336605e+17,,,2 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,5.5,0.0,5.5,1.0,False,,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134298,,,,,No Tomatoes,,,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004026143277,32,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026143275,Bartender A,,,Dinner,,900000004026143267,9.000000026161938e+17,9.000000026161938e+17,,,Starry,9.000000001108036e+17,Liquor Modifiers,900000001526158379,Dr. McGillicuddy's Cherry SGL,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004027461147,37,4/10/24 9:23 PM,4/10/24 9:22 PM,900000004027461146,Bartender A,,,Late Night,,900000004027461139,9.000000026161938e+17,9.000000026161938e+17,,,Starry,9.000000001108036e+17,Liquor Modifiers,900000000222515233,Canadian Club SGL,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004027801587,38,4/10/24 9:47 PM,4/10/24 9:42 PM,900000004027801586,Bartender A,,,Late Night,,900000004027808127,9.000000026161938e+17,9.000000026161938e+17,,,Starry,9.000000001108036e+17,Liquor Modifiers,900000000222515233,Canadian Club SGL,,0.0,0.0,0.0,1.0,False,,
